categories_list,FinanceSub,CapitalSub,ProcurementSub,LegalSub,ManufacturingSub,MarketingSub,MentoringSub,NetworkingSub,PlanningSub,RDSub,RegulatorySub,SpaceSub,HRSub,industries_list,communities_list
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","International Regulatory Compliance,Patent, Trademark, & Copyright Information,State and Federal Tax Training and Registration","","Bid Matching and Preparation,Competitive Analysis,E-Commerce/Internet Marketing,Feasibility Studies,HUBZone Certification,Identification/Research of Foreign Markets,Locating Foreign Distributors,Obtaining Government Contracts","One-to-One Counseling,Peer Mentoring",Small Business/General,"","","","","","Biosciences Services and Manufacturing,Fiance & Insurance,Manufacturing,Retail","Asian,Hispanic,Veteran,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Lease Review,Patent, Trademark, & Copyright Information,Registration, Licenses, & Permits","","Call Center Services,Locating Foreign Distributors,Market Plan Development and Training,Market Research,Selling to Foreign Governments and Businesses,Student Research/Marketing Projects","","Demographically Based,Industry Specific,Networking/Exploring Exporting","","","","","","Agriculture,Arts,Energy & Utilities","Asian,Immigrant,Other,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Environmental Compliance,Lease Review,Patent, Trademark, & Copyright Information,Tax Credits","","Competitive Analysis,Feasibility Studies,Market Plan Development and Training,Selling to Foreign Governments and Businesses","","Industry Specific,Networking/Exploring Exporting","","","","","","Biosciences Services and Manufacturing,Education,Energy & Utilities,Health & Childcare,Management,Not for Profit,Real Estate,Restaurant & Hotel,Retail,Tourism","Asian,Woman,Ex-Convict"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Insurance Requirements,Tax Credits","","Call Center Services,Competitive Analysis,E-Commerce/Internet Marketing,Feasibility Studies,HUBZone Certification,Market Plan Development and Training,Networking/Exploring Exporting,Obtaining Government Contracts,Selling to Foreign Governments and Businesses","Formal Mentoring Programs,Peer Mentoring","","","","","","","Agriculture,Education,Health & Childcare,Information Technology,Management,Not for Profit,Restaurant & Hotel,Tourism,Transportation & Warehousing","Hispanic,Immigrant,Woman,Ex-Convict"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Forming a Business,Lease Review,Patent, Trademark, & Copyright Information,Tax Credits","","HUBZone Certification,Locating Foreign Distributors,Networking/Exploring Exporting,Trade Education and Training,Website Development",One-to-One Counseling,"Demographically Based,Networking/Exploring Exporting","","","","","","Education,High Tech Services & Manufacturing,Information Technology,Management,Manufacturing,Not for Profit,Other Services,Personal Services,Professional Services,Retail,Transportation & Warehousing,Wholesale",LGBTQ
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Forming a Business,Registration, Licenses, & Permits","","E-Commerce/Internet Marketing,HUBZone Certification,Import/Export Certification and Licensing,Obtaining Government Contracts,Student Research/Marketing Projects",One-to-One Counseling,"Demographically Based,Geographically Based,Small Business/General","","","","","","Construction,Education,Manufacturing,Other Services,Real Estate,Restaurant & Hotel","Asian,Immigrant,Woman"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Forming a Business,Government Requirements,International Regulatory Compliance,Lease Review,Registration, Licenses, & Permits,Tax Credits","","Competitive Analysis,Graphic Design,International Trade Training,Market Plan Development and Training,Market Research,Networking/Exploring Exporting,Selling to Foreign Governments and Businesses,Student Research/Marketing Projects",Formal Mentoring Programs,"Geographically Based,Networking/Exploring Exporting,Small Business/General","","","","","","Arts,Energy & Utilities,Fiance & Insurance,High Tech Services & Manufacturing,Information Technology,Other Services,Professional Services,Tourism,Wholesale","Asian,Other,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,International Regulatory Compliance","","Graphic Design,Locating Foreign Distributors,Market Research,Obtaining Corporate Contracts",One-to-One Counseling,"","","","","","","Arts,Information Technology","Hispanic,LGBTQ,Ex-Convict,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Forming a Business,Insurance Requirements","","E-Commerce/Internet Marketing,Graphic Design,Identification/Research of Foreign Markets,Market Research,Networking/Exploring Exporting,Trade Education and Training","Formal Mentoring Programs,One-to-One Counseling,Peer Mentoring","","","","","","","Agriculture,Arts,Biosciences Services and Manufacturing,Education,Energy & Utilities,Health & Childcare,Management,Personal Services,Professional Services,Real Estate,Retail,Tourism","African American,Asian,Hispanic,Immigrant,Ex-Convict"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,International Regulatory Compliance,Patent, Trademark, & Copyright Information,Registration, Licenses, & Permits,Tax Credits","","Feasibility Studies,Graphic Design,Import/Export Certification and Licensing,Locating Foreign Distributors,Market Plan Development and Training,Networking/Exploring Exporting,Obtaining Corporate Contracts,Obtaining Government Contracts",Formal Mentoring Programs,"Demographically Based,Small Business/General","","","","","","Arts,Construction,Energy & Utilities,Manufacturing,Restaurant & Hotel,Wholesale","Asian,Hispanic,LGBTQ,Veteran,Woman"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Government Requirements,Insurance Requirements,International Regulatory Compliance,Patent, Trademark, & Copyright Information","","Bid Matching and Preparation,HUBZone Certification,Identification/Research of Foreign Markets,Market Research,Obtaining Corporate Contracts,Trade Education and Training,Website Development",One-to-One Counseling,Networking/Exploring Exporting,"","","","","","Arts,Construction,Fiance & Insurance,Management,Professional Services,Restaurant & Hotel","Other,Ex-Convict"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Insurance Requirements,Lease Review,Patent, Trademark, & Copyright Information,Registration, Licenses, & Permits,Tax Credits","","Competitive Analysis,E-Commerce/Internet Marketing,Graphic Design,Import/Export Certification and Licensing,Selling to Foreign Governments and Businesses,Student Research/Marketing Projects","Formal Mentoring Programs,One-to-One Counseling","Geographically Based,Small Business/General","","","","","","Arts,Construction,Energy & Utilities,Management,Personal Services,Restaurant & Hotel,Tourism","African American,Asian,Immigrant"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Government Requirements,International Regulatory Compliance","","Call Center Services,HUBZone Certification,Obtaining Corporate Contracts",One-to-One Counseling,"Demographically Based,Industry Specific,Networking/Exploring Exporting,Small Business/General","","","","","","Agriculture,Health & Childcare,Management,Real Estate,Retail","African American,Asian,LGBTQ,Woman,Ex-Convict"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Environmental Compliance,Government Requirements,Insurance Requirements,International Regulatory Compliance,State and Federal Tax Training and Registration","","Call Center Services,Competitive Analysis,E-Commerce/Internet Marketing,HUBZone Certification,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,International Trade Training,Locating Foreign Distributors,Obtaining Government Contracts,Selling to Foreign Governments and Businesses,Student Research/Marketing Projects,Website Development","Formal Mentoring Programs,Peer Mentoring","Geographically Based,Industry Specific,Networking/Exploring Exporting,Small Business/General","","","","","","Agriculture,Fiance & Insurance,Health & Childcare,High Tech Services & Manufacturing,Other Services,Real Estate,Transportation & Warehousing,Wholesale","Woman,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","","","Bid Matching and Preparation,Call Center Services,Import/Export Certification and Licensing,Networking/Exploring Exporting,Subcontracting Opportunities,Trade Education and Training,Website Development","Formal Mentoring Programs,One-to-One Counseling","","","","","","","Arts,Education,Fiance & Insurance,Health & Childcare,High Tech Services & Manufacturing,Manufacturing,Not for Profit,Professional Services,Restaurant & Hotel,Retail","LGBTQ,Native American,Veteran,NOT TARGETED"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Environmental Compliance","","E-Commerce/Internet Marketing,HUBZone Certification,Import/Export Certification and Licensing,Market Research,Selling to Foreign Governments and Businesses,Website Development","One-to-One Counseling,Peer Mentoring","Demographically Based,Geographically Based,Networking/Exploring Exporting","","","","","","Construction,Health & Childcare,Other Services,Restaurant & Hotel,Wholesale","Immigrant,LGBTQ,Veteran"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Environmental Compliance,Government Requirements,Insurance Requirements,Patent, Trademark, & Copyright Information,State and Federal Tax Training and Registration","","Bid Matching and Preparation,Call Center Services,E-Commerce/Internet Marketing,Feasibility Studies,Graphic Design,HUBZone Certification,Identification/Research of Foreign Markets,Import/Export Certification and Licensing,Market Plan Development and Training,Networking/Exploring Exporting,Selling to Foreign Governments and Businesses,Student Research/Marketing Projects,Subcontracting Opportunities",One-to-One Counseling,Geographically Based,"","","","","","Agriculture,Energy & Utilities,Fiance & Insurance,High Tech Services & Manufacturing,Professional Services","Other,Ex-Convict"
"Legal Services,Marketing/Sales,Networking,Mentoring/Counseling","","","","Contract Review,Forming a Business,Registration, Licenses, & Permits,State and Federal Tax Training and Registration","","Competitive Analysis,E-Commerce/Internet Marketing,Import/Export Certification and Licensing,International Trade Training,Market Plan Development and Training,Obtaining Government Contracts","","Demographically Based,Small Business/General","","","","","","Agriculture,High Tech Services & Manufacturing,Manufacturing,Personal Services,Real Estate","Asian,LGBTQ,Woman"
